district,year,month,month_name,week_of_year,weekly_max_temp,days_in_week
Vavuniya,2023,8,August,32,38.7,7
Vavuniya,2023,8,August,33,35.0,7
Vavuniya,2023,8,August,34,37.9,7
Vavuniya,2023,8,August,35,36.4,5
Vavuniya,2024,4,April,14,39.4,7
Vavuniya,2024,4,April,15,38.9,7
Vavuniya,2024,4,April,16,38.0,7
Vavuniya,2024,4,April,17,39.0,7
Vavuniya,2024,4,April,18,37.3,2
Welimada,2010,3,March,9,27.6,4
Welimada,2010,3,March,10,29.0,7
Welimada,2010,3,March,11,28.4,7
Welimada,2010,3,March,12,28.5,7
Welimada,2010,3,March,13,26.5,6
Welimada,2011,6,June,22,27.7,3
Welimada,2011,6,June,23,28.8,7
Welimada,2011,6,June,24,28.7,7
Welimada,2011,6,June,25,29.9,7
Welimada,2011,6,June,26,29.6,6
Welimada,2012,6,June,22,29.7,2
Welimada,2012,6,June,23,29.7,7
Welimada,2012,6,June,24,29.6,7
Welimada,2012,6,June,25,28.8,7
Welimada,2012,6,June,26,29.6,7
Welimada,2013,8,August,31,28.1,5
Welimada,2013,8,August,32,27.5,7
Welimada,2013,8,August,33,28.5,7
Welimada,2013,8,August,34,29.3,7
Welimada,2013,8,August,35,28.5,5
Welimada,2014,7,July,26,29.2,1
Welimada,2014,7,July,27,30.4,7
Welimada,2014,7,July,28,28.6,7
Welimada,2014,7,July,29,30.3,7
Welimada,2014,7,July,30,29.6,7
Welimada,2014,7,July,31,29.6,2
Welimada,2015,7,July,26,27.3,1
Welimada,2015,7,July,27,29.3,7
Welimada,2015,7,July,28,28.9,7
Welimada,2015,7,July,29,28.4,7
Welimada,2015,7,July,30,29.0,7
Welimada,2015,7,July,31,29.1,2
Welimada,2016,9,September,35,27.1,1
Welimada,2016,9,September,36,30.0,7
Welimada,2016,9,September,37,29.7,7
Welimada,2016,9,September,38,30.3,7
Welimada,2016,9,September,39,30.9,7
Welimada,2016,9,September,40,29.1,1
Welimada,2017,7,July,26,28.3,1
Welimada,2017,7,July,27,29.7,7
Welimada,2017,7,July,28,29.1,7
Welimada,2017,7,July,29,29.9,7
Welimada,2017,7,July,30,30.0,7
Welimada,2017,7,July,31,28.6,2
Welimada,2018,9,September,35,27.5,2
Welimada,2018,9,September,36,30.1,7
Welimada,2018,9,September,37,28.0,7
Welimada,2018,9,September,38,27.5,7
Welimada,2018,9,September,39,24.8,7
Welimada,2019,7,July,26,29.3,1
Welimada,2019,7,July,27,31.0,7
Welimada,2019,7,July,28,29.1,7
Welimada,2019,7,July,29,27.8,7
Welimada,2019,7,July,30,30.3,7
Welimada,2019,7,July,31,29.8,2
Welimada,2020,6,June,22,27.6,2
Welimada,2020,6,June,23,28.7,7
Welimada,2020,6,June,24,28.4,7
Welimada,2020,6,June,25,29.0,7
Welimada,2020,6,June,26,27.9,7
Welimada,2021,9,September,35,26.0,2
Welimada,2021,9,September,36,26.9,7
Welimada,2021,9,September,37,28.2,7
Welimada,2021,9,September,38,26.5,7
Welimada,2021,9,September,39,26.0,7
Welimada,2022,5,May,18,26.7,6
Welimada,2022,5,May,19,28.4,7
Welimada,2022,5,May,20,26.9,7
Welimada,2022,5,May,21,27.0,7
Welimada,2022,5,May,22,26.5,4
Welimada,2023,8,August,31,30.8,5
Welimada,2023,8,August,32,29.7,7
Welimada,2023,8,August,33,28.9,7
Welimada,2023,8,August,34,30.0,7
Welimada,2023,8,August,35,28.9,5
Welimada,2024,5,May,18,29.7,5
Welimada,2024,5,May,19,30.2,7
Welimada,2024,5,May,20,26.6,7
Welimada,2024,5,May,21,27.4,7
Welimada,2024,5,May,22,27.6,5
